count;id;investigator;investigator_id;code;site;country;classification;long;lat;negatives;cortex;ba_1_1;ba_1_2;ba_1_3;ba_1_4;ba_2_1;ba_2_2;ba_2_3;ba_3_1;ba_3_2;ba_3_3;ba_3_4;ba_4_1;ba_4_2;ba_4_3;ba_5_1;ba_5_2;ba_5_3;ba_6_1;ba_6_2;ba_6_3;ba_6_4;ba_6_5;ba_6_6;ba_7_1;ba_7_2;ba_7_3;ba_7_4;ba_7_5;ba_8_1;ba_9_1;ba_9_2;ba_9_3;ba_10_1;ba_10_2;ba_10_3;ba_10_4;ba_10_5;ba_10_6;ba_10_7;ba_11_1;ba_11_2;ba_11_3;ba_11_4;ba_11_5;ba_12_1;ba_12_2;ba_12_3;ba_12_4;ba_12_5;ba_12_6;ba_12_7;ba_13_1;ba_13_2;ba_14_1;ba_14_2;ba_14_3;ba_15_1;length;width;prox.thick;mes.thick;dist.thick;butt.thick;butt.width;weight
21;12_400;"MVM; JBP";21;;Oldeholtwolde;NL;Hamburgian;;;8;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;77.1;24;3.7;5.9;2.9;2;5.5;10.64
22;12_1394, 12_950;"MVM; JBP";22;;Oldeholtwolde;NL;Hamburgian;;;2;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;43.2;7.3;1.9;1.9;1.2;1.1;2.1;0.65
1;100/100:2164;"MVM; JBP; FR";1;;Trollesgave;DK;Bromme;;;5;25;0;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;90.6;44.6;14.3;15.7;11.3;13;18.7;78.37
2;104/102:1002;"MVM; JBP; FR";2;;Trollesgave;DK;Bromme;;;4;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;46.9;21.6;4.4;6.7;5.6;4.5;6.7;6.76
3;100/101:1007;"MVM; JBP; FR";3;;Trollesgave;DK;Bromme;;;4;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;51.4;21.1;4.8;5.6;4.7;4.2;8.3;7.7
4;102/106:1003;"MVM; JBP; FR";4;;Trollesgave;DK;Bromme;;;6;20;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;1;103.1;48.8;14;10.4;5.2;11.7;25;70.91
5;100/116:1057;"MVM; JBP; FR";5;;Trollesgave;DK;Bromme;;;3;30;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;51.8;10;3.6;5.4;3.7;1.9;6.3;3.68
6;105/96:1001;"MVM; JBP; FR";6;;Trollesgave;DK;Bromme;;;3;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;86.6;25.1;11;7.5;9.1;7.1;13.5;21.13
7;104/112:1001;"MVM; JBP; FR";7;;Trollesgave;DK;Bromme;;;5;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;68.1;22.8;10;8.9;7.6;6.4;15.7;16.51
8;101/104:1001;"MVM; JBP; FR";8;;Trollesgave;DK;Bromme;;;4;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;70.8;17.6;3.3;6.1;4.7;1.3;3.8;6.38
9;105/98:1024;"MVM; JBP; FR";9;;Trollesgave;DK;Bromme;;;3;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;56.7;20.7;3.1;3.4;4.2;1.6;4.6;5.72
10;104/100:1001;"MVM; JBP; FR";10;;Trollesgave;DK;Bromme;;;5;5;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;49.1;16.1;3.4;5.2;4.3;2.2;7.8;4.01
11;107/99:1000;"MVM; JBP; FR";11;;Trollesgave;DK;Bromme;;;5;10;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;1;55.4;21.1;5.4;5.2;4.9;4.4;9.1;8.56
12;98/102:1004;"MVM; JBP; FR";12;;Trollesgave;DK;Bromme;;;2;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;74.4;26.2;13.2;11.1;8.6;12.2;12.3;29.92
13;94/103:1000;"MVM; JBP; FR";13;;Trollesgave;DK;Bromme;;;5;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;57.3;18.6;3.7;5.5;5.6;3.8;8.3;6.61
14;101/101:1001;"MVM; JBP; FR";14;;Trollesgave;DK;Bromme;;;4;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;54.6;24.6;5.8;5.1;4.4;2.1;10.3;8.3
15;99/125:2017;"MVM; JBP; FR";15;;Trollesgave;DK;Bromme;;;4;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;112.4;25.9;6.1;7.6;8.8;3.8;6.1;29.27
16;100/123:1001;"MVM; JBP; FR";16;;Trollesgave;DK;Bromme;;;3;50;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;1;115.9;39.9;14.5;19.5;25.2;9.9;14.2;111.76
17;90/120:2000;"MVM; JBP; FR";17;;Trollesgave;DK;Bromme;;;2;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;47.4;28.4;11.3;8.2;6.5;8.7;22.4;14.03
18;101/184:1001;"MVM; JBP; FR";18;;Trollesgave;DK;Bromme;;;3;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;43.2;26.3;6.2;6.8;6.8;;;9.68
19;104/105:1085;"MVM; JBP; FR";19;;Trollesgave;DK;Bromme;;;4;5;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;82.5;44.9;12.5;10.8;11;11.7;19.8;50.19
20;100/90:1002;"MVM; JBP; FR";20;;Trollesgave;DK;Bromme;;;3;5;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;80.9;45.4;11.8;12;10.4;7.1;15.1;45.48
21;116/101:2032;"MVM; JBP; FR";21;;Trollesgave;DK;Bromme;;;4;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;58.1;27.1;7.9;5.2;4.4;6;14;8.75
22;115/90:2000;"MVM; JBP; FR";22;;Trollesgave;DK;Bromme;;;2;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;40.4;23.7;9.2;7;3.8;6.2;13.3;8.62
23;100/101:2021;"MVM; JBP; FR";23;;Trollesgave;DK;Bromme;;;2;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;109.3;39;12.6;11.6;5.5;9.3;16.6;54.58
24;100/100:2163;"MVM; JBP; FR";24;;Trollesgave;DK;Bromme;;;9;5;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;72.2;39.1;6.3;7.1;9.6;5.6;20.2;25.9
25;100/100:2068;"MVM; JBP; FR";25;;Trollesgave;DK;Bromme;;;5;0;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;1;76.1;36.2;13.4;11.8;7.8;8.2;19.8;36.34
26;100/100:2166;"MVM; JBP; FR";26;;Trollesgave;DK;Bromme;;;5;10;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;114;49.4;11.9;13.2;9.9;8.1;14.3;94.24
27;100/100:2080;"MVM; JBP; FR";27;;Trollesgave;DK;Bromme;;;5;10;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;43.5;30.3;7.1;6.4;4.2;3.5;6.4;19.06
28;100/100:2046;"MVM; JBP; FR";28;;Trollesgave;DK;Bromme;;;5;5;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;73.8;29.2;9.8;8.7;9.1;9.6;14.6;25.48
29;100/100:2101;"MVM; JBP; FR";29;;Trollesgave;DK;Bromme;;;4;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;60.7;24.9;9.1;7.5;5.9;6.1;13.5;13.41
30;100/100:2073;"MVM; JBP; FR";30;;Trollesgave;DK;Bromme;;;4;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;98.8;29.9;12.1;10;5.6;4.5;7.4;32.08
1;415x2_F2;JBP;2021_16;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;;;;0;77.2;19.1;;7.8;;;;10.3
4;415x2_3;JBP;2021_19;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;76.1;26.9;;15.9;;;;26.77
9;415x2_9;JBP;2021_24;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;41;14.8;;3.8;;;;1.97
10;415x2;JBP;2021_26;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;101;30.1;;8.8;;;;22.35
11;415x2_B16;JBP;2021_27;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;69.5;26.4;;9.9;;;;12.4
14;415x2_B15;JBP;2021_30;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;51.9;23.6;;4.7;;;;5.57
18;415x2_P4;JBP;2021_60;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;91.8;18.4;;8.2;;;;11.41
19;415x2_C10;JBP;2021_61;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;;;;;;0;83.5;33.3;;8;;;;19.4
22;415x2_P5;JBP;2021_64;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;47.7;22.4;;4.5;;;;4.83
23;415x2_B13;JBP;2021_65;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;57.8;20.9;;5.1;;;;5.65
25;415x2_C7;JBP;2021_3;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;78.8;36.7;;12.9;;;;39.89
27;415x2_F1;JBP;2021_68;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;;;;;;0;94.5;45;;11.4;;;;37.27
28;415x2_A8;JBP;2021_69;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;83.1;28.2;;13;;;;32.23
29;415x2E2;JBP;2021_70;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;83.9;30.7;;11.6;;;;28.31
30;415x2_D3;JBP;2021_71;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;80.8;21.1;;15.4;;;;17.56
31;415x2;JBP;2021_72;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;;;;;;0;67.5;25.7;;6.4;;;;9.54
33;415x2_P7;JBP;2021_95;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;47.8;23.8;;5.5;;;;4.68
34;415x2_P6;JBP;2021_96;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;36.7;12;;3;;;;1.31
38;415x2_A2;JBP;2021_104;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;128.2;36;;24.4;;;;127.55
39;415x2;JBP;2021_105;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;113;38;;18;;;;60.11
40;415x2_D8;JBP;2021_106;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;121.9;42.9;;20.9;;;;82.42
41;415x2_D12;JBP;2021_107;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;;;;;0;124.1;48.3;;13.8;;;;67.49
42;415x2_E5;JBP;2021_108;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;110.5;43.7;;15.1;;;;73.35
44;415x2_B8;JBP;2021_110;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;;;;;;0;94.6;37.3;;11.4;;;;34.86
46;415x2_2;JBP;2021_112;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;70.5;15.8;;9.6;;;;14.22
49;415x2;JBP;2021_115;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;92.3;32.3;;18.1;;;;58.18
50;415x2;JBP;2021_116;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;132.8;30.1;;14.6;;;;52.03
51;415x2_L2;JBP;2021_117;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;76.2;31.7;;8.6;;;;21.67
54;415x2_B17;JBP;2021_121;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;118.2;37.5;;14.4;;;;70.43
55;415x2_B11;JBP;2021_122;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;;;0;104.5;29;;9.3;;;;27.22
56;415x2;JBP;2021_123;VKH 415;Egtved mark;DK;Federmesser;;;;;;;;;;;;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;;;;;0;155.7;32.8;;12.7;;;;44.15
